,ride_id,seat_number,payment_method,payment_receipt,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity,Year,Month,Day,Hour,Minutes,number_of_ticket
108,5851,2B,Mpesa,XOQHRGOOYI,2018-04-16,19:05,7,Nairobi,0,49,2018,4,16,19,5,1
109,5852,1,Mpesa,39JONWG3PZ,2018-04-16,7:15,7,Nairobi,1,11,2018,4,16,7,15,1
110,5853,1,Mpesa,0QHYAFONIV,2018-04-16,5:30,7,Nairobi,1,11,2018,4,16,5,30,1
111,5856,9,Cash,MDF1ULUMPX,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
112,5857,6,Cash,MDF1ULG1GR,2018-04-15,5:00,7,Nairobi,1,11,2018,4,15,5,0,4
113,5857,3,Cash,MDF6ULD8NQ,2018-04-15,5:00,7,Nairobi,1,11,2018,4,15,5,0,4
114,5857,2,Cash,MDF8UKW0N8,2018-04-15,5:00,7,Nairobi,1,11,2018,4,15,5,0,4
115,5857,1,Mpesa,NJHQYGSNIR,2018-04-15,5:00,7,Nairobi,1,11,2018,4,15,5,0,4
116,5778,22A,Mpesa,3AV73FAQZD,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
117,5856,8,Cash,MDF8UIU5X2,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
118,5856,7,Mpesa,KG4JGFLMHU,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
119,5856,10,Mpesa,JECD62EMUY,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
120,5856,6,Mpesa,EYU4E0SOUK,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
121,5856,3,Mpesa,7AGYJOHDSV,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
122,5856,4,Mpesa,JHUARA4DCU,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
123,5856,2,Mpesa,BQC7OR8YQH,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
124,5856,5,Mpesa,1E0LUSKZZD,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
125,5856,1,Mpesa,HC3WRJ7YPC,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
126,5856,1X,Mpesa,VL4JOV8ZVG,2018-04-15,5:20,7,Nairobi,1,11,2018,4,15,5,20,11
127,5858,9,Mpesa,TX9HQM42BV,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
128,5858,10,Mpesa,FJG8PZMF8Z,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
129,5858,7,Mpesa,XQKNWDVTBL,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
130,5858,6,Mpesa,ZK76GP2JKC,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
131,5858,4,Mpesa,7CAAEOXNRO,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
132,5858,3,Mpesa,S91PUU4SFS,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
133,5858,8,Mpesa,WRZXUIJLQM,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
134,5858,5,Mpesa,VULZ7USMIY,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
135,5858,2,Mpesa,DAHFGN2PAB,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
136,5858,1,Mpesa,CHL1S7GEXH,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
137,5858,1X,Mpesa,UJMIWBV20N,2018-04-15,5:10,7,Nairobi,1,11,2018,4,15,5,10,11
138,5781,23A,Mpesa,ARRAMGNNSO,2017-11-27,7:09,1,Nairobi,0,49,2017,11,27,7,9,26
139,5778,17A,Mpesa,KHYNXYC6R6,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
140,5778,18A,Mpesa,JWDOI1QS3N,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
141,5861,3A,Mpesa,7BMTKUMKJZ,2018-04-15,19:04,7,Nairobi,0,49,2018,4,15,19,4,1
142,5862,2A,Mpesa,FW5354YBDV,2018-04-15,7:04,7,Nairobi,0,49,2018,4,15,7,4,1
143,5863,1,Mpesa,70ES1TBOFX,2018-04-15,6:40,7,Nairobi,1,11,2018,4,15,6,40,1
144,5864,1,Mpesa,0SL08EXGA3,2018-04-15,5:30,7,Nairobi,1,11,2018,4,15,5,30,1
145,5778,18B,Mpesa,PAQWDAB3P4,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
146,5778,17B,Mpesa,CH37TFO0Q4,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
147,5778,16B,Mpesa,0OSWJ6JM8N,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
148,5778,15B,Mpesa,MHAE4FQEIR,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
149,5778,7B,Mpesa,5BMZTIAZL5,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
150,5778,6B,Mpesa,X8MVFXTK9Z,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
151,5778,5B,Mpesa,MVQQCYAQRH,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
152,5867,4,Mpesa,HP81LMQIVN,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
153,5867,3,Mpesa,WMI3UCSF5F,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
154,5778,2B,Mpesa,IHJCLFMAAA,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
155,5867,2,Mpesa,TFIOFUTGH0,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
156,5778,1B,Mpesa,Z8PIH87JXM,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
157,5867,5,Mpesa,4XSSAZ4APQ,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
158,5778,3B,Mpesa,YEZRQVPNZB,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
159,5867,8,Mpesa,I0T8WX9KB6,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
160,5868,6,Mpesa,CSE2PLGV5N,2018-04-14,5:20,7,Nairobi,1,11,2018,4,14,5,20,6
161,5868,5,Mpesa,WGJMPCL5SG,2018-04-14,5:20,7,Nairobi,1,11,2018,4,14,5,20,6
162,5778,4B,Mpesa,QGLFA2ZT4B,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
163,5867,9,Mpesa,GQ07QMW0DT,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
164,5867,10,Mpesa,T9GDSJGUAU,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
165,5867,1X,Mpesa,ZQ8DREUJKA,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
166,5867,1,Mpesa,DHH6PE4YTT,2018-04-14,5:10,7,Nairobi,1,11,2018,4,14,5,10,9
167,5868,2,Mpesa,9JROKROI2H,2018-04-14,5:20,7,Nairobi,1,11,2018,4,14,5,20,6
168,5868,3,Mpesa,ZDGTW4ING4,2018-04-14,5:20,7,Nairobi,1,11,2018,4,14,5,20,6
169,5868,1,Mpesa,SAD67QHRKV,2018-04-14,5:20,7,Nairobi,1,11,2018,4,14,5,20,6
170,5778,24A,Mpesa,K6U8RH1KYC,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
171,5781,15B,Mpesa,XWK3QBQBXU,2017-11-27,7:09,1,Nairobi,0,49,2017,11,27,7,9,26
172,5868,1X,Mpesa,OMKHFVAGHD,2018-04-14,5:20,7,Nairobi,1,11,2018,4,14,5,20,6
173,5778,19B,Mpesa,BGVHH54WNQ,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
174,5873,1A,Mpesa,W92S2NVPQX,2018-04-14,6:59,7,Nairobi,0,49,2018,4,14,6,59,1
175,5874,5A,Mpesa,9ECBPF9PPG,2018-04-14,7:06,7,Nairobi,0,49,2018,4,14,7,6,5
176,5874,1B,Mpesa,GKTKCRRRWJ,2018-04-14,7:06,7,Nairobi,0,49,2018,4,14,7,6,5
177,5874,6A,Mpesa,PKRHNVMBKY,2018-04-14,7:06,7,Nairobi,0,49,2018,4,14,7,6,5
178,5874,3A,Mpesa,LX0FGMB0PT,2018-04-14,7:06,7,Nairobi,0,49,2018,4,14,7,6,5
179,5875,21A,Mpesa,OV7DABVZIC,2017-11-27,7:08,9,Nairobi,0,49,2017,11,27,7,8,3
180,5876,1,Mpesa,WSILW96OKQ,2018-04-14,5:40,7,Nairobi,1,11,2018,4,14,5,40,1
181,5874,4A,Mpesa,6HLYOFVQZS,2018-04-14,7:06,7,Nairobi,0,49,2018,4,14,7,6,5
182,5878,2,Mpesa,YOKF8HFZ8H,2018-04-14,5:30,7,Nairobi,1,11,2018,4,14,5,30,2
183,5878,1,Mpesa,ZN7ROZZ3PA,2018-04-14,5:30,7,Nairobi,1,11,2018,4,14,5,30,2
184,5880,2,Mpesa,I9NJURZ9HK,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
185,5778,20A,Mpesa,VHHFKB3YUF,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
186,5881,1,Cash,MDD3SYE9ZX,2018-04-13,5:00,7,Nairobi,1,11,2018,4,13,5,0,1
187,5882,5,Mpesa,QF48YIAWY9,2018-04-13,5:10,7,Nairobi,1,11,2018,4,13,5,10,4
188,5882,2,Mpesa,8GSKODCNPW,2018-04-13,5:10,7,Nairobi,1,11,2018,4,13,5,10,4
189,5882,1X,Mpesa,TAWU3C27UJ,2018-04-13,5:10,7,Nairobi,1,11,2018,4,13,5,10,4
190,5882,1,Mpesa,VNO55Z5VD4,2018-04-13,5:10,7,Nairobi,1,11,2018,4,13,5,10,4
191,5880,6,Mpesa,QSUPMGM8AH,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
192,5880,5,Mpesa,HTI8FF0VZX,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
193,5880,7,Mpesa,CXVTSYIMWV,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
194,5880,8,Mpesa,NHTNPKRM8F,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
195,5880,9,Mpesa,6T9O0QGVDY,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
196,5880,10,Mpesa,ERTVL2QIJ7,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
197,5880,3,Mpesa,AEBVOAY8RJ,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
198,5875,22B,Mpesa,LFF0SXSUNL,2017-11-27,7:08,9,Nairobi,0,49,2017,11,27,7,8,3
199,5880,4,Mpesa,IJQEHP6IID,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
200,5880,1X,Mpesa,ZAJUJ2676G,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
201,5875,23B,Mpesa,MSPG2YWEHJ,2017-11-27,7:08,9,Nairobi,0,49,2017,11,27,7,8,3
202,5880,1,Mpesa,FFTMV3TZOA,2018-04-13,5:20,7,Nairobi,1,11,2018,4,13,5,20,11
203,5886,1,Mpesa,TWD1UEABRP,2018-04-13,9:00,7,Nairobi,1,11,2018,4,13,9,0,1
204,5887,25,Mpesa,ZMVMQS9IRR,2018-04-13,7:06,7,Nairobi,0,49,2018,4,13,7,6,1
205,5888,1B,Mpesa,CWX8XAANLN,2018-04-13,7:14,7,Nairobi,0,49,2018,4,13,7,14,1
206,5889,2B,Mpesa,HV1OG3HXH0,2018-04-13,7:07,7,Nairobi,0,49,2018,4,13,7,7,1
207,5890,1,Mpesa,EGEDWSDK3P,2018-04-13,5:30,7,Nairobi,1,11,2018,4,13,5,30,1
208,5781,16B,Mpesa,FQNLNXBVPK,2017-11-27,7:09,1,Nairobi,0,49,2017,11,27,7,9,26
209,5781,13A,Mpesa,3WFOTCSMD6,2017-11-27,7:09,1,Nairobi,0,49,2017,11,27,7,9,26
210,5778,20B,Mpesa,ME8DQMDBN3,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
211,5894,10,Cash,MDC9SIS8VL,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
212,5894,7,Mpesa,TCKMMO0VLG,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
213,5894,9,Mpesa,LNBWBMN1IW,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
214,5894,8,Mpesa,T056RFCTRU,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
215,5894,6,Mpesa,MAMU2VXF0P,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
216,5894,5,Mpesa,TYLXD52R23,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
217,5894,4,Mpesa,MRJXM5SQM3,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
218,5894,3,Mpesa,BYMSB9WQCT,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
219,5894,2,Mpesa,4AX1YBAVWS,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
220,5894,1X,Mpesa,ZEYF6J3NSG,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
221,5897,10,Mpesa,DBYDLX59CD,2018-04-12,5:20,7,Nairobi,1,11,2018,4,12,5,20,11
222,5897,9,Mpesa,8POCGGHLRZ,2018-04-12,5:20,7,Nairobi,1,11,2018,4,12,5,20,11
223,5897,7,Mpesa,LGXAITPANF,2018-04-12,5:20,7,Nairobi,1,11,2018,4,12,5,20,11
224,5778,19A,Mpesa,UA2BFZWHA9,2017-11-27,7:12,9,Nairobi,0,49,2017,11,27,7,12,31
225,5897,6,Mpesa,KGQGHA60JW,2018-04-12,5:20,7,Nairobi,1,11,2018,4,12,5,20,11
226,5897,8,Mpesa,SPW54WSUQU,2018-04-12,5:20,7,Nairobi,1,11,2018,4,12,5,20,11
227,5897,5,Mpesa,ADBTGJCGZS,2018-04-12,5:20,7,Nairobi,1,11,2018,4,12,5,20,11
228,5897,2,Mpesa,I6QKUHIITD,2018-04-12,5:20,7,Nairobi,1,11,2018,4,12,5,20,11
229,5894,1,Cash,MDC6SH3530,2018-04-12,5:00,7,Nairobi,1,11,2018,4,12,5,0,11
